Group Of ShortName,SectionEstimate,v2_61,v2_73,v2_81,v2_9,Code,CodeList
HospStat,C,Yes,Yes,Yes,Yes,,
,,,,,,,
HospNPI,C,Yes,Yes,Yes,Yes,,
,,,,,,,
HospCMSCert,C,,,,Yes,,
,,,,,,,
PayorPrim,C,,,,Yes,,
,,,,,,1,"""None / self"""
,,,,,,2,"""Medicare"""
,,,,,,3,"""Medicaid"""
,,,,,,4,"""Military Health"""
,,,,,,5,"""Indian Health Service"""
,,,,,,6,"""Correctional Facility"""
,,,,,,7,"""State Specific Plan"""
,,,,,,8,"""Other Government Insurance"""
,,,,,,9,"""Commercial Health Insurance"""
,,,,,,10,"""Health Maintenance Organization"""
,,,,,,11,"""Non-U.S. Plan"""
,,,,,,12,"""Charitable Care/Foundation Funding"""
PrimMCareFFS,C,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorSecond,C,,,,Yes,,
,,,,,,1,"""None / self"""
,,,,,,2,"""Medicare"""
,,,,,,3,"""Medicaid"""
,,,,,,4,"""Military Health"""
,,,,,,5,"""Indian Health Service"""
,,,,,,6,"""Correctional Facility"""
,,,,,,7,"""State Specific Plan"""
,,,,,,8,"""Other Government Insurance"""
,,,,,,9,"""Commercial Health Insurance"""
,,,,,,10,"""Health Maintenance Organization"""
,,,,,,11,"""Non-U.S. Plan"""
,,,,,,12,"""Charitable Care/Foundation Funding"""
SecondMCareFFS,C,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
AdmitDt,C,Yes,Yes,Yes,Yes,,
,,,,,,,
SurgDt,C,Yes,Yes,Yes,Yes,,
,,,,,,,
AdmitSrc,C,,Yes,Yes,Yes,,
,,,,,,1,"""Elective Admission"""
,,,,,,2,"""Emergency Department"""
,,,,,,3,"""Transfer in from another acute care facility"" OR ""Transfer in from another hospital / acute care facility"""
,,,,,,4,"""Other"""
OthHosCS,C,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DischDt,C,Yes,Yes,Yes,Yes,,
,,,,,,,
ArrivalDt,C,,Yes,,,,
,,,,,,,
ArrivalTm,C,,Yes,,,,
,,,,,,,
PayorCom,C,Yes,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorGov,C,Yes,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorGovCor,C,,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorGovIHS,C,Yes,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorGovMcaid,C,Yes,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorGovMcare,C,Yes,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorGovMcareFFS,C,,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorGovMil,C,Yes,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorGovOth,C,,,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorGovState,C,Yes,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorHMO,C,Yes,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorNonUS,C,Yes,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PayorNS,C,Yes,Yes,Yes,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
TotHrICU,C,Yes,,,,,
,,,,,,,
HeightCm,D,Yes,Yes,Yes,Yes,,
,,,,,,,
WeightKg,D,Yes,Yes,Yes,Yes,,
,,,,,,,
FHCAD,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Diabetes,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DiabCtrl,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""None"""
,,,,,,2,"""Diet"" OR ""Diet only"""
,,,,,,3,"""Oral"""
,,,,,,4,"""Insulin"""
,,,,,,5,"""Other"" OR ""Other Other adjunctive treatment, non-oral/insulin/diet"""
,,,,,,6,"""Other subcutaneous medication"""
Dyslip,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Dialysis,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Hypertn,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
InfEndo,D,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
InfEndTy,D,Yes,Yes,Yes,Yes,,
,,,,,,1,"""Treated"""
,,,,,,2,"""Active"""
InfEndCult,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,1,"""Culture negative"""
,,,,,,2,"""Staphylococcus aureus"""
,,,,,,3,"""Streptococcus species"""
,,,,,,4,"""Coagulase negative staphylococcus"""
,,,,,,5,"""Enterococcus species"""
,,,,,,6,"""Fungal"""
,,,,,,7,"""Other"""
,,,,,,9,"""Gram negative species"""
,,,,,,10,"""Polymicrobial"""
,,,,,,11,"""Methicillian resistant staphylococcus aureus (MRSA)"""
,,,,,,12,"""Methicillian sensitive staphylococcus aureus (MSSA)"""
,,,,,,13,"""Mycobacterium (chimera)"""
TobaccoUse,D,,,Yes,Yes,,
,,,,,,1,"""Never smoker"""
,,,,,,2,"""Current every day smoker"""
,,,,,,3,"""Current some day smoker"""
,,,,,,4,"""Smoker, current status (frequency) unknown"""
,,,,,,5,"""Former smoker"""
,,,,,,6,"""Smoking status unknown"""
ChrLungD,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,2,"""Mild"""
,,,,,,3,"""Moderate"""
,,,,,,4,"""Severe"""
,,,,,,5,"""Lung disease documented, severity unknown"""
ChrLungDType,D,,,Yes,Yes,,
,,,,,,-8,"""Not Documented"""
,,,,,,1,"""Obstructive"""
,,,,,,2,"""Reactive"""
,,,,,,3,"""Interstitial Fibrosis"""
,,,,,,4,"""Other"""
,,,,,,5,"""Multiple"""
,,,,,,7,"""Restrictive"""
PFT,D,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
FEV1,D,,Yes,Yes,Yes,,
,,,,,,,
DLCO,D,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
DLCOPred,D,,Yes,Yes,Yes,,
,,,,,,,
ABG,D,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PCO2,D,,Yes,Yes,Yes,,
,,,,,,,
PO2,D,,Yes,Yes,Yes,,
,,,,,,,
HmO2,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
,,,,,,3,"""Yes, PRN"""
,,,,,,4,"""Yes, oxygen dependent"""
BDTx,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
SlpApn,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Pneumonia,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,2,"""Recent"""
,,,,,,3,"""Remote"""
IVDrugAb,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
,,,,,,4,"""Recent"""
,,,,,,5,"""Remote"""
Depression,D,,,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Alcohol,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""None"""
,,,,,,1,"""<= 1 drink/week"""
,,,,,,2,"""2-7 drinks/week"""
,,,,,,3,""">= 8 drinks/week"""
LiverDis,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
LiverChildPugh,D,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,1,"""A"""
,,,,,,2,"""B"""
,,,,,,3,"""C"""
LiverTransList,D,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
LiverStatusPost,D,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
ImmSupp,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
MediastRad,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Cancer,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PVD,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
ThAoDisease,D,,,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
Syncope,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
UnrespStat,D,,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
ChestWallDef,D,,,,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
CVD,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
CVA,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
CVAWhen,D,Yes,Yes,Yes,Yes,,
,,,,,,1,"""Recent (<=2 wk.)"""
,,,,,,2,"""Remote (>2 wk.)"""
,,,,,,3,"""<= 30 days"""
,,,,,,4,"""> 30 days"""
CVDTIA,D,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
CVDCarSten,D,,Yes,Yes,Yes,,
,,,,,,-8,"""Not Documented"""
,,,,,,0,"""None"""
,,,,,,2,"""Right"""
,,,,,,3,"""Left"""
,,,,,,4,"""Both"""
CVDStenRt,D,,Yes,Yes,Yes,,
,,,,,,-8,"""Not documented"""
,,,,,,1,"""80% to 99%"""
,,,,,,2,"""100%"""
,,,,,,3,"""50% to 79%"""
CVDStenLft,D,,Yes,Yes,Yes,,
,,,,,,-8,"""Not documented"""
,,,,,,1,"""80% to 99%"""
,,,,,,2,"""100%"""
,,,,,,3,"""50% to 79%"""
CVDPCarSurg,D,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
WBC,D,Yes,Yes,Yes,Yes,,
,,,,,,,
RFHemoglobin,D,,,Yes,Yes,,
,,,,,,,
Hct,D,Yes,Yes,Yes,Yes,,
,,,,,,,
Platelets,D,,Yes,Yes,Yes,,
,,,,,,,
CreatLst,D,Yes,Yes,Yes,Yes,,
,,,,,,,
TotAlbumin,D,,Yes,Yes,Yes,,
,,,,,,,
TotBlrbn,D,,Yes,Yes,Yes,,
,,,,,,,
A1cLvl,D,Yes,Yes,Yes,Yes,,
,,,,,,,
HITAnti,D,,Yes,Yes,Yes,,
,,,,,,-6,"""Not Applicable"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
INR,D,,Yes,Yes,Yes,,
,,,,,,,
MELDScr,D,,Yes,Yes,Yes,,
,,,,,,,
BNP,D,,,Yes,Yes,,
,,,,,,,
FiveMWalkTest,D,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
,,,,,,3,"""Non-ambulatory patient"""
FiveMWalk1,D,,Yes,Yes,Yes,,
,,,,,,,
FiveMWalk2,D,,Yes,Yes,Yes,,
,,,,,,,
FiveMWalk3,D,,Yes,Yes,Yes,,
,,,,,,,
SixMWalkDone,D,,,,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
SixMWalkDist,D,,,,Yes,,
,,,,,,,
CigSmoker,D,Yes,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
CigSmokerCurr,D,,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
CVDComa,D,Yes,,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
CVDNInvas,D,Yes,,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
CVDRIND,D,Yes,,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
GDF15,D,,,Yes,,,
,,,,,,,
hsCRP,D,,,Yes,,,
,,,,,,,
hsTnT,D,,,Yes,,,
,,,,,,,
NTproBNP,D,,,Yes,,,
,,,,,,,
OthTobUse,D,,Yes,,,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PrCVInt,E,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PrCAB,E,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PrValve,E,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
PrValveProc1,E,,,Yes,Yes,,
,,,,,,2,"""Aortic valve balloon valvotomy/valvuloplasty"""
,,,,,,3,"""Aortic valve repair, surgical"""
,,,,,,4,"""Aortic valve replacement, surgical"""
,,,,,,5,"""Aortic valve replacement, transcatheter"""
,,,,,,6,"""Mitral valve balloon valvotomy/valvuloplasty"""
,,,,,,7,"""Mitral valve commissurotomy, surgical"""
,,,,,,8,"""Mitral valve repair, percutaneous"""
,,,,,,9,"""Mitral valve repair, surgical"""
,,,,,,10,"""Mitral valve replacement, surgical"""
,,,,,,11,"""Mitral valve replacement, transcatheter"""
,,,,,,12,"""Tricuspid valve balloon valvotomy/valvuloplasty"""
,,,,,,13,"""Tricuspid valve repair, percutaneous"""
,,,,,,14,"""Tricuspid valve repair, surgical"""
,,,,,,15,"""Tricuspid valve replacement, surgical"""
,,,,,,16,"""Tricuspid valve replacement, transcatheter"""
,,,,,,17,"""Tricuspid valvectomy"""
,,,,,,18,"""Pulmonary valve balloon valvotomy/valvuloplasty"""
,,,,,,19,"""Pulmonary valve repair, surgical"""
,,,,,,20,"""Pulmonary valve replacement, surgical"""
,,,,,,21,"""Pulmonary valve replacement, transcatheter"""
,,,,,,22,"""Pulmonary valvectomy"""
,,,,,,23,"""Other valve procedure"""
PrValveProc2,E,,,Yes,Yes,,
,,,,,,1,"""No additional valve procedure(s)"""
,,,,,,2,"""Aortic valve balloon valvotomy/valvuloplasty"""
,,,,,,3,"""Aortic valve repair, surgical"""
,,,,,,4,"""Aortic valve replacement, surgical"""
,,,,,,5,"""Aortic valve replacement, transcatheter"""
,,,,,,6,"""Mitral valve balloon valvotomy/valvuloplasty"""
,,,,,,7,"""Mitral valve commissurotomy, surgical"""
,,,,,,8,"""Mitral valve repair, percutaneous"""
,,,,,,9,"""Mitral valve repair, surgical"""
,,,,,,10,"""Mitral valve replacement, surgical"""
,,,,,,11,"""Mitral valve replacement, transcatheter"""
,,,,,,12,"""Tricuspid valve balloon valvotomy/valvuloplasty"""
,,,,,,13,"""Tricuspid valve repair, percutaneous"""
,,,,,,14,"""Tricuspid valve repair, surgical"""
,,,,,,15,"""Tricuspid valve replacement, surgical"""
,,,,,,16,"""Tricuspid valve replacement, transcatheter"""
,,,,,,17,"""Tricuspid valvectomy"""
,,,,,,18,"""Pulmonary valve balloon valvotomy/valvuloplasty"""
,,,,,,19,"""Pulmonary valve repair, surgical"""
,,,,,,20,"""Pulmonary valve replacement, surgical"""
,,,,,,21,"""Pulmonary valve replacement, transcatheter"""
,,,,,,22,"""Pulmonary valvectomy"""
,,,,,,23,"""Other valve procedure"""
PrValveProc3,E,,,Yes,Yes,,
,,,,,,1,"""No additional valve procedure(s)"""
,,,,,,2,"""Aortic valve balloon valvotomy/valvuloplasty"""
,,,,,,3,"""Aortic valve repair, surgical"""
,,,,,,4,"""Aortic valve replacement, surgical"""
,,,,,,5,"""Aortic valve replacement, transcatheter"""
,,,,,,6,"""Mitral valve balloon valvotomy/valvuloplasty"""
,,,,,,7,"""Mitral valve commissurotomy, surgical"""
,,,,,,8,"""Mitral valve repair, percutaneous"""
,,,,,,9,"""Mitral valve repair, surgical"""
,,,,,,10,"""Mitral valve replacement, surgical"""
,,,,,,11,"""Mitral valve replacement, transcatheter"""
,,,,,,12,"""Tricuspid valve balloon valvotomy/valvuloplasty"""
,,,,,,13,"""Tricuspid valve repair, percutaneous"""
,,,,,,14,"""Tricuspid valve repair, surgical"""
,,,,,,15,"""Tricuspid valve replacement, surgical"""
,,,,,,16,"""Tricuspid valve replacement, transcatheter"""
,,,,,,17,"""Tricuspid valvectomy"""
,,,,,,18,"""Pulmonary valve balloon valvotomy/valvuloplasty"""
,,,,,,19,"""Pulmonary valve repair, surgical"""
,,,,,,20,"""Pulmonary valve replacement, surgical"""
,,,,,,21,"""Pulmonary valve replacement, transcatheter"""
,,,,,,22,"""Pulmonary valvectomy"""
,,,,,,23,"""Other valve procedure"""
PrValveProc4,E,,,Yes,Yes,,
,,,,,,1,"""No additional valve procedure(s)"""
,,,,,,2,"""Aortic valve balloon valvotomy/valvuloplasty"""
,,,,,,3,"""Aortic valve repair, surgical"""
,,,,,,4,"""Aortic valve replacement, surgical"""
,,,,,,5,"""Aortic valve replacement, transcatheter"""
,,,,,,6,"""Mitral valve balloon valvotomy/valvuloplasty"""
,,,,,,7,"""Mitral valve commissurotomy, surgical"""
,,,,,,8,"""Mitral valve repair, percutaneous"""
,,,,,,9,"""Mitral valve repair, surgical"""
,,,,,,10,"""Mitral valve replacement, surgical"""
,,,,,,11,"""Mitral valve replacement, transcatheter"""
,,,,,,12,"""Tricuspid valve balloon valvotomy/valvuloplasty"""
,,,,,,13,"""Tricuspid valve repair, percutaneous"""
,,,,,,14,"""Tricuspid valve repair, surgical"""
,,,,,,15,"""Tricuspid valve replacement, surgical"""
,,,,,,16,"""Tricuspid valve replacement, transcatheter"""
,,,,,,17,"""Tricuspid valvectomy"""
,,,,,,18,"""Pulmonary valve balloon valvotomy/valvuloplasty"""
,,,,,,19,"""Pulmonary valve repair, surgical"""
,,,,,,20,"""Pulmonary valve replacement, surgical"""
,,,,,,21,"""Pulmonary valve replacement, transcatheter"""
,,,,,,22,"""Pulmonary valvectomy"""
,,,,,,23,"""Other valve procedure"""
PrValveProc5,E,,,Yes,Yes,,
,,,,,,1,"""No additional valve procedure(s)"""
,,,,,,2,"""Aortic valve balloon valvotomy/valvuloplasty"""
,,,,,,3,"""Aortic valve repair, surgical"""
,,,,,,4,"""Aortic valve replacement, surgical"""
,,,,,,5,"""Aortic valve replacement, transcatheter"""
,,,,,,6,"""Mitral valve balloon valvotomy/valvuloplasty"""
,,,,,,7,"""Mitral valve commissurotomy, surgical"""
,,,,,,8,"""Mitral valve repair, percutaneous"""
,,,,,,9,"""Mitral valve repair, surgical"""
,,,,,,10,"""Mitral valve replacement, surgical"""
,,,,,,11,"""Mitral valve replacement, transcatheter"""
,,,,,,12,"""Tricuspid valve balloon valvotomy/valvuloplasty"""
,,,,,,13,"""Tricuspid valve repair, percutaneous"""
,,,,,,14,"""Tricuspid valve repair, surgical"""
,,,,,,15,"""Tricuspid valve replacement, surgical"""
,,,,,,16,"""Tricuspid valve replacement, transcatheter"""
,,,,,,17,"""Tricuspid valvectomy"""
,,,,,,18,"""Pulmonary valve balloon valvotomy/valvuloplasty"""
,,,,,,19,"""Pulmonary valve repair, surgical"""
,,,,,,20,"""Pulmonary valve replacement, surgical"""
,,,,,,21,"""Pulmonary valve replacement, transcatheter"""
,,,,,,22,"""Pulmonary valvectomy"""
,,,,,,23,"""Other valve procedure"""
POCPCI,E,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
POCPCIWhen,E,,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes, at this facility"""
,,,,,,2,"""Yes, at some other acute care facility"""
POCPCIndSurg,E,,Yes,Yes,Yes,,
,,,,,,1,"""PCI Complication"""
,,,,,,2,"""PCI Failure without Clinical Deterioration"""
,,,,,,3,"""PCI/CABG Hybrid Procedure"" OR ""PCI/Surgery Staged Procedure (not STEMI)"""
,,,,,,4,"""PCI for STEMI, Multivessel disease"""
,,,,,,5,"""PCI Failure with Clinical Deterioration"""
,,,,,,9,"""Other"""
POCPCISt,E,Yes,Yes,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
POCPCIStTy,E,Yes,Yes,Yes,Yes,,
,,,,,,-9,"""Unknown"""
,,,,,,1,"""Bare metal"""
,,,,,,2,"""Drug-eluting"""
,,,,,,4,"""Bioresorbable"""
,,,,,,5,"""Multiple types"""
POCPCIIn,E,Yes,Yes,Yes,Yes,,
,,,,,,1,"""<= 6 Hours"""
,,,,,,2,"""> 6 Hours"""
POC,E,,,Yes,Yes,,
,,,,,,0,"""No"""
,,,,,,1,"""Yes"""
POCInt1,E,,,Yes,Yes,,
,,,,,,1,"""No additional interventions"""
,,,,,,2,"""Ablation, catheter, atrial fibrillation"""
,,,,,,3,"""Ablation, catheter, other or unknown"""
,,,,,,4,"""Ablation, catheter, ventricular"""
,,,,,,5,"""Ablation, surgical, atrial fibrillation"""
,,,,,,6,"""Ablation, surgical, other or unknown"""
,,,,,,7,"""Aneurysmectomy, LV"""
,,,,,,8,"""Aortic procedure, arch"""
,,,,,,9,"""Aortic procedure, ascending"""
,,,,,,10,"""Aortic procedure, descending"""
,,,,,,11,"""Aortic procedure, root"""
,,,,,,12,"""Aortic procedure, thoracoabdominal"""
,,,,,,13,"""Aortic Procedure, TEVAR"""
,,,,,,14,"""Aortic root procedure, valve sparing"""
,,,,,,15,"""Atrial appendage obliteration, Left, surgical"""
,,,,,,16,"""Atrial appendage obliteration, Left, transcatheter"""
,,,,,,17,"""Atrial appendage obliteration, Right, surgical"""
,,,,,,18,"""Atrial appendage obliteration, Right, transcatheter"""
,,,,,,19,"""Cardiac Tumor"""
,,,,,,20,"""Cardioversion(s)"""
,,,,,,21,"""Closure device, atrial septal defect"""
,,,,,,22,"""Closure device, ventricular septal defect"""
,,,,,,23,"""Congenital cardiac repair, surgical"""
,,,,,,24,"""Implantable Cardioverter Defibrillator (ICD) with or without pacer"""
,,,,,,25,"""Pacemaker"""
,,,,,,26,"""Pericardiectomy"""
,,,,,,27,"""Pulmonary thrombectomy"" OR ""Pulmonary Thromboembolectomy"""
,,,,,,28,"""Total Artificial Heart (TAH)"""
,,,,,,29,"""Transmyocardial Laser Revascularization (TMR)"""
,,,,,,30,"""Transplant heart & lung"""
,,,,,,31,"""Transplant, heart"""
,,,,,,32,"""Transplant, lung(s)"""
,,,,,,33,"""Ventricular Assist Device (VAD), BiVAD"""
,,,,,,34,"""Ventricular Assist Device (VAD), left"""
,,,,,,35,"""Ventricular Assist Device (VAD), right"""
,,,,,,36,"""Other Cardiac Intervention (not listed)"""
,,,,,,37,"""ECMO"""
,,,,,,38,"""Pericardial window / Pericardiocentesis"""
POCInt2,E,,,Yes,Yes,,
,,,,,,1,"""No additional interventions"""
,,,,,,2,"""Ablation, catheter, atrial fibrillation"""
,,,,,,3,"""Ablation, catheter, other or unknown"""
,,,,,,4,"""Ablation, catheter, ventricular"""
,,,,,,5,"""Ablation, surgical, atrial fibrillation"""
,,,,,,6,"""Ablation, surgical, other or unknown"""
,,,,,,7,"""Aneurysmectomy, LV"""
,,,,,,8,"""Aortic procedure, arch"""
,,,,,,9,"""Aortic procedure, ascending"""
,,,,,,10,"""Aortic procedure, descending"""
,,,,,,11,"""Aortic procedure, root"""
,,,,,,12,"""Aortic procedure, thoracoabdominal"""
,,,,,,13,"""Aortic Procedure, TEVAR"""
,,,,,,14,"""Aortic root procedure, valve sparing"""
,,,,,,15,"""Atrial appendage obliteration, Left, surgical"""
,,,,,,16,"""Atrial appendage obliteration, Left, transcatheter"""
,,,,,,17,"""Atrial appendage obliteration, Right, surgical"""
,,,,,,18,"""Atrial appendage obliteration, Right, transcatheter"""
,,,,,,19,"""Cardiac Tumor"""
,,,,,,20,"""Cardioversion(s)"""
,,,,,,21,"""Closure device, atrial septal defect"""
,,,,,,22,"""Closure device, ventricular septal defect"""
,,,,,,23,"""Congenital cardiac repair, surgical"""
,,,,,,24,"""Implantable Cardioverter Defibrillator (ICD) with or without pacer"""
,,,,,,25,"""Pacemaker"""
,,,,,,26,"""Pericardiectomy"""
,,,,,,27,"""Pulmonary thrombectomy"" OR ""Pulmonary Thromboembolectomy"""
,,,,,,28,"""Total Artificial Heart (TAH)"""
,,,,,,29,"""Transmyocardial Laser Revascularization (TMR)"""
,,,,,,30,"""Transplant heart & lung"""
,,,,,,31,"""Transplant, heart"""
,,,,,,32,"""Transplant, lung(s)"""
,,,,,,33,"""Ventricular Assist Device (VAD), BiVAD"""
,,,,,,34,"""Ventricular Assist Device (VAD), left"""
,,,,,,35,"""Ventricular Assist Device (VAD), right"""
,,,,,,36,"""Other Cardiac Intervention (not listed)"""
,,,,,,37,"""ECMO"""
,,,,,,38,"""Pericardial window / Pericardiocentesis"""
POCInt3,E,,,Yes,Yes,,
,,,,,,1,"""No additional interventions"""
,,,,,,2,"""Ablation, catheter, atrial fibrillation"""
,,,,,,3,"""Ablation, catheter, other or unknown"""
,,,,,,4,"""Ablation, catheter, ventricular"""
,,,,,,5,"""Ablation, surgical, atrial fibrillation"""
,,,,,,6,"""Ablation, surgical, other or unknown"""
,,,,,,7,"""Aneurysmectomy, LV"""
,,,,,,8,"""Aortic procedure, arch"""
,,,,,,9,"""Aortic procedure, ascending"""
,,,,,,10,"""Aortic procedure, descending"""
,,,,,,11,"""Aortic procedure, root"""
,,,,,,12,"""Aortic procedure, thoracoabdominal"""
,,,,,,13,"""Aortic Procedure, TEVAR"""
,,,,,,14,"""Aortic root procedure, valve sparing"""
,,,,,,15,"""Atrial appendage obliteration, Left, surgical"""
,,,,,,16,"""Atrial appendage obliteration, Left, transcatheter"""
,,,,,,17,"""Atrial appendage obliteration, Right, surgical"""
,,,,,,18,"""Atrial appendage obliteration, Right, transcatheter"""
,,,,,,19,"""Cardiac Tumor"""
,,,,,,20,"""Cardioversion(s)"""
,,,,,,21,"""Closure device, atrial septal defect"""
,,,,,,22,"""Closure device, ventricular septal defect"""
,,,,,,23,"""Congenital cardiac repair, surgical"""
,,,,,,24,"""Implantable Cardioverter Defibrillator (ICD) with or without pacer"""
,,,,,,25,"""Pacemaker"""
,,,,,,26,"""Pericardiectomy"""
,,,,,,27,"""Pulmonary thrombectomy"" OR ""Pulmonary Thromboembolectomy"""
,,,,,,28,"""Total Artificial Heart (TAH)"""
,,,,,,29,"""Transmyocardial Laser Revascularization (TMR)"""
,,,,,,30,"""Transplant heart & lung"""
,,,,,,31,"""Transplant, heart"""
,,,,,,32,"""Transplant, lung(s)"""
,,,,,,33,"""Ventricular Assist Device (VAD), BiVAD"""
,,,,,,34,"""Ventricular Assist Device (VAD), left"""
